address,gender,area_name,area_type,business_type,held_roles
0xa0867a820643A18244CB5049e1f1848D82e4eC19,Unknown,Mukuru Nairobi,urban,food,beneficiary
0x28Cac96171aa49048A72f8CEe7AC387B3fad18A2,Male,Kinango Kwale,rural,farming,beneficiary
0xBae22AE8d280C110c0F11eBc366910AC01EaFE21,Unknown,Kinango Kwale,rural,farming,beneficiary
0x38104284b85D64a716e248B0FEe045cB9AC0F92c,Unknown,Kinango Kwale,rural,fuel/energy,beneficiary
0x16034210932FB7F27F228FDCAA5Cb1c0F7eC15cC,Male,Misc Nairobi,urban,shop,beneficiary
0xD4Cc0e7bBd8a3d3a801e2173A1f62287Dd39ffDe,Male,Kinango Kwale,rural,farming,beneficiary
0xe894269B973BB048F94EbC3DB98874762F7a43CF,Unknown,Kinango Kwale,rural,farming,beneficiary
0x40572C241d09a2C1EF6CAe866cf039Df1b735F5D,Unknown,Misc Nairobi,urban,water,beneficiary
0x3492d637C951eFB4555D5E6d60F41b64472c3542,Unknown,Kinango Kwale,rural,other,beneficiary
0x3480bE17de4A2933a8e8C964335007a9D5b85a38,Unknown,Misc Nairobi,urban,other,beneficiary
0x97dd6D0AB1E0bFb6eBC2d6C9Ea69357B2a940C88,Unknown,Kinango Kwale,rural,food,beneficiary
0xad7Fe0126E726Aa723932e38ebcAC32612B7822F,Unknown,Kinango Kwale,rural,food,beneficiary
0x3aAaCEe8e2623Bb5550498aDC15dacbb53271c29,Unknown,Kinango Kwale,rural,fuel/energy,beneficiary
0x4D7250f29175E606d50a9Cb1246f93bC205D6AF8,Unknown,Kinango Kwale,rural,shop,beneficiary
0x2f12Fd1914F9f780Ff2170f8fa7c5184899Eb952,Unknown,Kinango Kwale,rural,farming,beneficiary
0xE6F36498a717C2FED19B0b719c6d06AaB2fa0803,Male,Mukuru Nairobi,urban,food,beneficiary
0x6e31C463c02980d28D4627B5647cF57bDC2227b4,Unknown,Kinango Kwale,rural,farming,beneficiary
0xDa138DD554df08e724eA0BC4026eD8fD0f05D6Be,Unknown,Kinango Kwale,rural,food,beneficiary
0x599b926A8b3D1AB1be17D9360eb553Eb997560F7,Male,Mukuru Nairobi,urban,shop,beneficiary
0x08560a45B2080B7696eFee4Efc18F70E4367214d,Unknown,Kinango Kwale,rural,farming,beneficiary
0x9Ea671D71bffe61Bc517b5c0Cf498B3175fFF670,Unknown,Kinango Kwale,rural,food,beneficiary
0xE34FF84065F93949531c1b86EB023351492Fec65,Male,Kinango Kwale,rural,farming,beneficiary
0x85c4B600F63Aa43745AB43B5438377fEB1357514,Male,Kinango Kwale,rural,farming,beneficiary
0x471Fd09a55D6fc7e4a7F19b454576B1fEe18A2C9,Unknown,Kinango Kwale,rural,farming,beneficiary
0xdA5B40D70c08d287530a6558126656b67fA63E4f,Male,Mukuru Nairobi,urban,environment,beneficiary
0x6C6d860e42757872EF374E82fBfcc442066DAC57,Unknown,Kinango Kwale,rural,farming,beneficiary
0xa3604109497f916d09243501AB46e37f5950095A,Unknown,Kinango Kwale,rural,water,beneficiary
0xC4c998b43aDCd55C32b639d36634276f92ed25f6,Male,Mukuru Nairobi,urban,shop,beneficiary
0x72Db28E93cb4A8Af6FE03ffF50CFE2e9979F3A5D,Unknown,Kinango Kwale,rural,food,beneficiary
0x9060998e38D38AB66E42675007f3d1e6744F7314,Male,Mukuru Nairobi,urban,labour,beneficiary
0xad8525971E64c40C6d831ba0B7E16bb8719C3de1,Unknown,Kinango Kwale,rural,farming,beneficiary
0x71eDe40CC8F649CF3B1C9d1047d360854D147b99,Unknown,Kinango Kwale,rural,farming,beneficiary
0xefcdD7B68AE4DF6B8F27A0432dF2Be8131010fc0,Unknown,Kinango Kwale,rural,food,beneficiary
0x9B5128366ea5D09108fA8AfA8f052762DBA585ab,Male,Mukuru Nairobi,urban,labour,beneficiary
0x7A7Ea76B0E632d374519410FF21eE9ADf147AA40,Unknown,Kinango Kwale,rural,farming,beneficiary
0xaF5760D0cBb393Cf312b405D0D22F043387019Cf,Male,Mukuru Nairobi,urban,shop,beneficiary
0x034A77622D930B76250B2810205F08461e4E1458,Unknown,Kinango Kwale,rural,shop,beneficiary
0xdf64b765c0c85cbB5Fa82481ffBC8ee9D25C5469,Female,Mukuru Nairobi,urban,labour,beneficiary
0xB0c01bbaC5A0B22125EEE05d8CA799E88DA41ce2,Unknown,Misc Rural Counties,rural,shop,beneficiary
0x5FA79b150108aa90a963aC22a89238944E8b09E0,Unknown,Kinango Kwale,rural,food,beneficiary
0x756BDe3753AA42e8FB2A40D57366B0214C87Bab2,Male,Misc Nairobi,urban,labour,beneficiary
0x399F4D57CC0B0195499Ddc3F15B84fd33d60C832,Unknown,Misc Nairobi,urban,farming,beneficiary
0xE578CDAe8Ea61876Ee912D5DC72E259aD6b9DbFd,Unknown,Kinango Kwale,rural,food,beneficiary
0x02D6d888bcc1AfDA57E74F0feB7fb2803B2D9f32,Female,Kinango Kwale,rural,labour,beneficiary
0xb0e4f58ac2d5d3dC881D5da237F11CaF91f55E2A,Unknown,Mukuru Nairobi,urban,other,beneficiary
0xdC3F013b05FB3E47BF912D2e3502A773203caCd2,Male,Mukuru Nairobi,urban,other,beneficiary
0x1a51D9977544e252C6155D931Ec423Efd5afD425,Unknown,other,other,fuel/energy,beneficiary
0xec792CC410D7BCbD62B36E9a208EC82D2290b901,Male,Kinango Kwale,rural,farming,beneficiary
0x20B3EbCe15424aD318f2A82b25f5b260923F9a6E,Unknown,Kinango Kwale,rural,food,beneficiary
0x4F52e210a64E6dE1b8595dA5dEd586bc46ddA82C,Unknown,Kinango Kwale,rural,shop,beneficiary
0x7aA6E060cf94E5c1805178f118816b842aEE034C,Unknown,Kinango Kwale,rural,farming,beneficiary
0x5Fb5f6AA361ad54BD2e75fF4Ec608AF4BfCfB09F,Unknown,Kinango Kwale,rural,fuel/energy,beneficiary
0xa9b444b59d3296D9e2Cf00E1ADaF7AC4Abc2BBF3,Unknown,Kinango Kwale,rural,food,beneficiary
0x52d4b7ae68d20D5E5972Efba586C94209bCaf0C9,Unknown,Kinango Kwale,rural,other,beneficiary
0xF792B7ea2306Cb8F1bAc62A06a1338b712B01b3D,Male,Misc Rural Counties,rural,shop,beneficiary
0x2a9991ddf7d92891689e49a5e9737564Ea2776EE,Unknown,Kinango Kwale,rural,labour,beneficiary
0x9494BE648f455333bb16dbE08Db0fe620cc9F376,Male,Kinango Kwale,rural,farming,beneficiary
0x242e3942EFeB4c4203D0F986AfED4abDA3E57dEE,Unknown,Kinango Kwale,rural,farming,beneficiary
0x0A757252d3200F6a3dDDE020Da9DE7178D2F0444,Male,Kinango Kwale,rural,farming,beneficiary
0x05838692EA10aAe4229FdC402d397fEc27254cd6,Male,Mukuru Nairobi,urban,labour,beneficiary
0x40B6ee09Eb80444fBD76427186388C4e81dc61bE,Male,Mukuru Nairobi,urban,shop,beneficiary
0xDa252FB341154f370d6b93BE8055834851F2b663,Unknown,Kinango Kwale,rural,food,beneficiary
0x2c4cB09491acdD6f440783b090A7Bf60C1268eF9,Male,Kinango Kwale,rural,labour,beneficiary
0x0f8fdbfE58402168fBF3a67520c2Ec2bD9236060,Unknown,Mukuru Nairobi,urban,shop,beneficiary
0xe0507510FFb90771D6a53cC11f9Bc5A5aB4d8BAC,Unknown,Mukuru Nairobi,urban,food,beneficiary
0x052d91B4D991e29a94A99bEd0f1BF2Bd1259f4b1,Unknown,Mukuru Nairobi,urban,labour,beneficiary
0xa403C46B0976a48f3E8eB2B04A81D11ff8a1B2fA,Unknown,Mukuru Nairobi,urban,food,beneficiary
0x25b511c6fB4521C1F5f1Ed0C61ce4CA02Bfcc54f,Unknown,Kinango Kwale,rural,food,beneficiary
0xeB4bD9B741F9dB0b0e19A411FcE4C815190D35Ff,Male,Kinango Kwale,rural,farming,beneficiary
0x0Dcc5D0F6d1b52c7E8E3719e0Cb5Efd4AE36AD5c,Unknown,Kinango Kwale,rural,fuel/energy,beneficiary
0x1D10b81DA974cacd9503fCaEa07B775BcF08e339,Unknown,Misc Nairobi,urban,food,beneficiary
0x89885C85f813262E92fF7E65640e5021ECffe9Cd,Male,Mukuru Nairobi,urban,labour,beneficiary
0x96ecD706dBE3fF962eeaFE290641f3196EdCd315,Male,Mukuru Nairobi,urban,food,beneficiary
0x236AE8fba3fdf71736b291987004Dc5d0E875f15,Unknown,Kinango Kwale,rural,labour,beneficiary
0xdA96CB6159d552E04F79F446EFE6698738576506,Male,Kinango Kwale,rural,food,beneficiary
0xAE91Fd53e721348B07FC6fB6D1008f543697E6cf,Male,Misc Nairobi,urban,water,beneficiary
0x9FEb8d0C055553b543AB1dAD24af0A878606f692,Unknown,Kinango Kwale,rural,labour,beneficiary
0xd6b40220DB0044d96da13e046597Ac65f853127b,Unknown,Kinango Kwale,rural,farming,beneficiary
0x969F3877d23fe50E075E79e432797327339a982e,Unknown,Kinango Kwale,rural,shop,beneficiary
0xD5664Ce1b03Bfaac78b29da6068b391119428719,Unknown,Kinango Kwale,rural,farming,beneficiary
0xcBB5feDB6BD591d30E2959b5B27496DA5B423C13,Unknown,Kinango Kwale,rural,farming,beneficiary
0x5f968eeE23c17c29A6B7635A93b56C6c01229a6F,Unknown,Kinango Kwale,rural,food,beneficiary
0x803cf3fA13Ebf87310E1D5752ed00bde968BB07e,Unknown,Kinango Kwale,rural,food,beneficiary
0x50A7C128a34eF1C890C7bE13474CF410d5F8ca53,Unknown,Kinango Kwale,rural,farming,beneficiary
0xBbD983eEa5A9F56f26301d225f799Ca3b179063a,Male,Kinango Kwale,rural,farming,beneficiary
0xae27AA533641b44880B605FbB68D2B0e6cEAD9e7,Unknown,Kinango Kwale,rural,shop,beneficiary
0x43eE7A37BbBF4189f38c59b9cB691264dE4ABE4F,Unknown,Kinango Kwale,rural,farming,beneficiary
0xbE3D1C915579a664e8b7578AfB545b60756941C4,Male,Kinango Kwale,rural,farming,beneficiary
0x39b37c58c7D20737B6Ed33f0022F063D79d178BF,Unknown,Kinango Kwale,rural,farming,beneficiary
0x4BB979cc2f9317F9E62c76c7477353677228ebE6,Male,Kinango Kwale,rural,farming,beneficiary
0xa5C0068A6D696AeC6c50ed73E65CA765BcAE14Da,Unknown,Kinango Kwale,rural,labour,beneficiary
0x70455e09775025d6feF7D3de40CB444E9342ceb6,Male,Misc Nairobi,urban,food,beneficiary
0xa23C662288c889f4CaB45710225C5a0a76d199f1,Unknown,Kinango Kwale,rural,farming,beneficiary
0x3D3A711C63727fE38555359507EFeebDF9cA469e,Male,Kinango Kwale,rural,farming,beneficiary
0x4fbC16d98725353cFB62cF3aB9b161Eab00470f3,Unknown,Kinango Kwale,rural,labour,beneficiary
0x840F99A0319c2003Cc045B8D57dE9016a903C2c7,Male,Misc Nairobi,urban,food,beneficiary
0xc292B790F9F7BAd46562c6f773c673C3C5124322,Unknown,Kinango Kwale,rural,food,beneficiary
0x61D5cB86d06b7De99D9eD3684c2099E6a7cA735D,Male,Mukuru Nairobi,urban,water,beneficiary
0x37a401Aa3BAc666f2C02dD3722BfBF4eD8a953c8,Unknown,Kinango Kwale,rural,fuel/energy,beneficiary
0x84a369d0aB32683c2Cb034ee64Fd56Aef8476dbC,Unknown,Kinango Kwale,rural,labour,beneficiary
0x1c92dFC40e4Dfc515C10F58aFdBB04572f471268,Unknown,Kinango Kwale,rural,farming,beneficiary
0x6CC5d138F4647cEfe782Fc342d1d7F05982d9e56,Unknown,Kinango Kwale,rural,food,beneficiary
0x8D4d54CA1EC404f9f84a75F65905391CcF50f6f9,Unknown,Mukuru Nairobi,urban,other,beneficiary
0xFc513fD14d3fbd3469013C6E2D41A99D89d99049,Unknown,Kinango Kwale,rural,fuel/energy,beneficiary
0x4cEAf8c4E643a1da4dE0d0e0199B25Fb1D8e5cF0,Male,Mukuru Nairobi,urban,labour,beneficiary
0xe07a2bBCA740D88B4E348633cF80685CaBD446E8,Unknown,Kinango Kwale,rural,food,beneficiary
0x881f3aa9fDb4f9Fce97a383C6f6143278C9C2600,Male,Mukuru Nairobi,urban,shop,beneficiary
0x88704F244a5803A3B50947D37144D6E02a0C8a98,Unknown,Kinango Kwale,rural,fuel/energy,beneficiary
0x16EE7cCa423AB4c7D46438002B42396B144078A9,Male,Mukuru Nairobi,urban,labour,beneficiary
0xB84BBe6971b5C43ADcB1Bf893474447D6d45dB92,Unknown,Kinango Kwale,rural,farming,beneficiary
0xb7bA6ce4E9Ed33B54BA14bb32E00e005fF5d1704,Unknown,Kinango Kwale,rural,farming,beneficiary
0xac1e4625922E71F4BAE7bB20586C9E2630D0010f,Unknown,Kinango Kwale,rural,fuel/energy,beneficiary
0x2629fa2F94aab7D9B7Fdf1350D4F5d184f48a8df,Unknown,Kinango Kwale,rural,farming,beneficiary
0x4cABc928E4cc51671c8a86551b48573981f7a316,Unknown,Kinango Kwale,rural,fuel/energy,beneficiary
0x6e11DAbB2E1e7a7213BF4E4d55A449F67E88597b,Male,Mukuru Nairobi,urban,other,beneficiary
0x4253e5194826466b921D54126E2452Db7e8aa616,Male,Misc Nairobi,urban,health,beneficiary
0x6ea97a3648695e0591A197Cb523A06b242E8CD7b,Male,Mukuru Nairobi,urban,labour,beneficiary
0x30d79D7a25D1E2fe513f4C27E15908CDb77ba7E0,Male,Misc Nairobi,urban,labour,beneficiary
0xBE95AeB8f04c525296aEf392d48f021bD1231C7c,Unknown,Misc Nairobi,urban,other,beneficiary
0x053Fffe881B5F273B7ff1f0e624e7d16652544b2,Unknown,Misc Nairobi,urban,other,beneficiary
0xE19291F15D322f510B2D62Ae0F85516c329DF8Ec,Unknown,Mukuru Nairobi,urban,water,beneficiary
0xB79a9cDA7741a80C755E0a6Ebc53f8adE6F7F291,Female,Kinango Kwale,rural,fuel/energy,beneficiary
0xa64cC7C465dEe6Fe81d023Ea9D72b8e4d229649D,Unknown,Kinango Kwale,rural,fuel/energy,beneficiary
0x65541a79e78048eF49DDD36799a2f65Ebe8908f4,Unknown,Kinango Kwale,rural,farming,beneficiary
0x61e85DD6A4D068aB26dFc20ae62aE2962B346153,Unknown,Kinango Kwale,rural,farming,beneficiary
0x370BFe0F297497a03b63756ea54D9fEE7b223eCf,Female,Kinango Kwale,rural,shop,beneficiary
0xFed7BDbc797717d632F736bfeE551Cd1b132f713,Unknown,Kinango Kwale,rural,labour,beneficiary
0xac87418aac03f497525cD520Bb655Fa256c191f1,Unknown,Kinango Kwale,rural,farming,beneficiary
0x92E55A85FbF0616716131FdfF8aF35a643Dc613c,Unknown,Kinango Kwale,rural,food,beneficiary
0x6b2649fA073D4b0A7a69b7d38f4786c2d7710B35,Unknown,Kinango Kwale,rural,farming,beneficiary
0x3d0Ae30bD4208cba05D3b4972D7eC4C347a41BB9,Unknown,Kinango Kwale,rural,fuel/energy,beneficiary
0xa3598d12b6B862f300baB8a61277fB733768E62C,Male,Kinango Kwale,rural,shop,beneficiary
0xa2F837BE15da0C2D001E337142F1bcaf906E788B,Unknown,Kinango Kwale,rural,fuel/energy,beneficiary
0xAfD517B2ed05FA54545385c289Bec49831fd05AD,Unknown,Kinango Kwale,rural,food,beneficiary
0x232B5bf24A8146186bF99e6461F17B0aA8249945,Unknown,Kinango Kwale,rural,farming,beneficiary
0xCee36CDd8EC745305E0adfa6E3a11cBfbB364af1,Male,Mukuru Nairobi,urban,shop,beneficiary
0x342ae742D147C4AE97069c3E2d4079D04f86324F,Unknown,Kinango Kwale,rural,fuel/energy,beneficiary
0x608C4e43c4C19a1100580612289cA44717f37b82,Unknown,Kinango Kwale,rural,fuel/energy,beneficiary
0x40e97d56a8EEF66aBb81254F92D56131a4D09545,Unknown,Kinango Kwale,rural,labour,beneficiary
0x757Bb8974786406b5162e6159efe071C4Ad7610E,Unknown,Kinango Kwale,rural,fuel/energy,beneficiary
0x276B243197ff22E32e41ba444e610a6f9D7d7409,Unknown,Kinango Kwale,rural,shop,beneficiary
0x9E8f3F398f7156f3142621B15d2958B4a3b2A4EA,Unknown,Kinango Kwale,rural,labour,beneficiary
0x81F6D548632B72b5Efb144B2d1e6d243E807418B,Unknown,Misc Nairobi,urban,water,beneficiary
0xa0D3BeF4D4f35a038bA4903Ab84eF5C43553b23f,Male,Misc Nairobi,urban,shop,beneficiary
0xc2e96002cbC37600151b4cC4dcc536A978A59ae2,Female,Mukuru Nairobi,urban,food,beneficiary
0x7fB88080F007a10E65f75Cd9d8c6f76781C98F9F,Unknown,Misc Nairobi,urban,water,beneficiary
0xd21A616f98b41b8e617ba95f0f2df4B92b73A776,Unknown,Mukuru Nairobi,urban,labour,beneficiary
0x86DcaaAb56318c993380583D8f60eE3F13E7D2BE,Unknown,Mukuru Nairobi,urban,food,beneficiary
0xcC3AF91EeCb199F9Fe000674eA77be2e46201d4A,Unknown,Kinango Kwale,rural,farming,beneficiary
0xd6EE96287054f8ac1f135D91Fb21dcfFa4413105,Unknown,Misc Nairobi,urban,labour,beneficiary
0x7C9a8388DE32dBe0808ac3156d5A666d18D001f3,Male,Mukuru Nairobi,urban,shop,beneficiary
0x6de9C2249bbC880D255DC343C4165037e28bCAE3,Unknown,Mukuru Nairobi,urban,labour,beneficiary
0x75645C99487F10261c0786C6d40cf192ABBab5F2,Male,Kinango Kwale,rural,labour,beneficiary
0x281BCD3D0a0E17551159879988D6F9449b254eb5,Male,Mukuru Nairobi,urban,labour,beneficiary
0x279c443F97E4b584a5be5834db5aeD4CC329BF38,Male,Kinango Kwale,rural,farming,beneficiary
0xD71151747DC57E868AD7Fa82B3dAaf1A672F2ACc,Unknown,Kinango Kwale,rural,fuel/energy,beneficiary
0x153baD082e4058E6F780Baf399CDfA484F04aC19,Male,Kinango Kwale,rural,farming,beneficiary
0x5e0291b684879e92e8B29ABB1e5F1aF6A23862a5,Male,Mukuru Nairobi,urban,food,beneficiary
0xC0d828d79Fc03814Db9de5627D6C10E4CDd10575,Male,Mukuru Nairobi,urban,transport,beneficiary
0x4E699515E353963E4B2F7DA2F88E105A86ec28f0,Female,Mukuru Nairobi,urban,shop,beneficiary
0x7aFC8c4B1a8Ae06812E89D497181Ad8685342992,Unknown,Mukuru Nairobi,urban,fuel/energy,beneficiary
0xa587552c23D2c6a0c3bf813cE6a3D975B659fF48,Unknown,Kinango Kwale,rural,farming,beneficiary
0x730cA84de5a6EbAdfdd93B3a20C2b269a88dEec6,Unknown,Mukuru Nairobi,urban,fuel/energy,beneficiary
0xa695C5F1d781F6571e957e8E692ef7BeE44d4F11,Female,Mukuru Nairobi,urban,food,beneficiary
0x694E9d6CfA19D9BAaD733C61396d116D041f7bD4,Male,Mukuru Nairobi,urban,shop,beneficiary
0x51D17d43f4220cf98b87D5B936CDA6dBed939C3F,Unknown,Kinango Kwale,rural,farming,beneficiary
0x37Ddb50f0246867742D24bE860536b6744B858e1,Unknown,Kinango Kwale,rural,farming,beneficiary
0x01a75182d31Dad8175741f7Fcd7aA6aD9083f7f7,Male,Mukuru Nairobi,urban,labour,beneficiary
0x397f042F6fe837dA18F0004b9205452EF48ce846,Male,Mukuru Nairobi,urban,shop,beneficiary
0x0d02474c4E5C3fC104bE369d6BF81AD1602e3154,Male,Misc Nairobi,urban,food,beneficiary
0x1D78f195BEd16d5641Bf1f369A3D4EF5601dFb53,Male,Mukuru Nairobi,urban,shop,beneficiary
0xF3b6D67e719e1Be800aAB4b22facb5beF11cD9fd,Unknown,Kinango Kwale,rural,shop,beneficiary
0x1DE6B50F8cF559CbE0C485914FE565F6fE8655aD,Male,Kinango Kwale,rural,farming,beneficiary
0x1b7e50394128B4f68C74BF92023d2933904214e5,Female,Mukuru Nairobi,urban,shop,beneficiary
0xEa37Ed9b9370Fc059E0e40D4d54A84fCe9711C42,Unknown,Kinango Kwale,rural,labour,beneficiary
0x80aa26C65dbDd5a5C3414D4E8bdDaeEDb2947CDE,Unknown,Kinango Kwale,rural,farming,beneficiary
0x3D12fe1Fed5F525eB67a79A8f44c085b57D3d655,Male,Mukuru Nairobi,urban,environment,beneficiary
0x5EB47c41F128a7dFE348b1c14145230F7443D768,Unknown,Kinango Kwale,rural,farming,beneficiary
0x3cF9e018FAdeEC985Dc78565105cC3A1326f22C8,Male,Mukuru Nairobi,urban,environment,beneficiary
0x509F331339F4A1AdDD846fB43033b3Ba8AD297e0,Male,Misc Rural Counties,rural,farming,beneficiary
0xC7227025Bc1e4dECFc0D619600D1aF523c556bdf,Male,Mukuru Nairobi,urban,food,beneficiary
0x7b807b19A8c0852AEE333642E9639f4DB8540A29,Unknown,Misc Nairobi,urban,shop,beneficiary
0x71cd055a13227DF8590814D64d26e6341e64405C,Unknown,Kinango Kwale,rural,food,beneficiary
0x5f76D2269D8Cb8ffB9D9bCc056F39DDB8aBB8670,Unknown,Misc Nairobi,urban,labour,beneficiary
0xf914c891939B24cbbe500dDb0916E2F41E79E428,Male,Kinango Kwale,rural,labour,beneficiary
0xEe6116390a9c03946C40648d0ee7228bF4402893,Unknown,Kinango Kwale,rural,farming,beneficiary
0xd62A29c4a09C27F38Ef811BaA3769c6CF2A75345,Male,Mukuru Nairobi,urban,environment,beneficiary
0x34f464EfCE83D12F2Ed538F419868d8c8085E8Bc,Male,Misc Nairobi,urban,labour,beneficiary
0x423Eea1590449A17657a46C944e801376C1e154b,Unknown,Kinango Kwale,rural,farming,beneficiary
0x772d562A342556d1e8E3F1AE8AaDf8884C67d421,Unknown,Kinango Kwale,rural,farming,beneficiary
0x432B0bDDc4b0cdA783a494c1A6c8831D9752b4E0,Unknown,Kinango Kwale,rural,food,beneficiary
0xA43ec0Ddd42c6E87680e73e7aF4a2abF3e5507D9,Unknown,Kinango Kwale,rural,food,beneficiary
0x98685124c79Cd292Ee43d5134F08daff84d492a4,Unknown,Mukuru Nairobi,urban,labour,beneficiary
0xece3D28883347d413F8153B608D5200b2426A81e,Male,Mukuru Nairobi,urban,shop,beneficiary
0xF12c0673BDb71848f3b38D8a3759c69AE29CbC43,Unknown,Mukuru Nairobi,urban,shop,beneficiary
0x53BDDCe2865f60a5366362EA0e4c673918348BDb,Male,Misc Rural Counties,rural,labour,beneficiary
0xfEa0232a15Ca69238977EA810cA21125BaA4b277,Unknown,Kinango Kwale,rural,food,beneficiary
0x2ad9B7C5591F397Dd2635b5E189aBAb9465E5e4d,Unknown,Mukuru Nairobi,urban,shop,beneficiary
0x53D5B307173b3681FDD6Af3fa36A2Dfd7cb33C04,Male,Mukuru Nairobi,urban,shop,beneficiary
0xE808181C06Cf4DBffD96A1a83E0cf2b98e8679A0,Male,Kinango Kwale,rural,shop,beneficiary
0x369E0994F8AA15e2d0B4819690874FC03cd6c589,Male,Mukuru Nairobi,urban,food,beneficiary
0xa6F770A68B1dc03Ae92Fe8e2EBCDEF6126bA5840,Male,Kinango Kwale,rural,shop,beneficiary
0x4Ae6D123F71E8c8FEda85AeD7cdb1c666661956c,Male,Mukuru Nairobi,urban,shop,beneficiary
0xA14eB9e5D0A986D6157C69Bdd9589b9509322C75,Unknown,Kinango Kwale,rural,food,beneficiary
0x38EB0b8eAa4c8e5bea8Be69CA68Aa1801B91Cc7A,Female,Mukuru Nairobi,urban,shop,beneficiary
0xbCe9beFbaf99af5ce6E474533B1cE013a3ADBE05,Male,Kinango Kwale,rural,shop,beneficiary
0x5692529c0223E889b7D3D8788ac2161608fEF489,Unknown,Kinango Kwale,rural,labour,beneficiary
0x3a44cfe3FBFFAA2332B1a35684335589cB5F7fa7,Unknown,Mukuru Nairobi,urban,food,beneficiary
0x68f704AFC3a95173C66dE0e31C26526D34B3aA4a,Male,Kinango Kwale,rural,shop,beneficiary
0x48E16496AF66e59f41FF79eeeBA385EDad89bc46,Male,Mukuru Nairobi,urban,food,beneficiary
0x6cbe51ebD4F1f02291d896933dD7307CD8e9753F,Unknown,Kinango Kwale,rural,food,beneficiary
0x1e608c8D109CE78DFAf52f2fA77Bceaf9c30e83C,Male,Mukuru Nairobi,urban,food,beneficiary
0x91F5c46C8963AA338fef1F46896C9bE242C86c64,Unknown,Kinango Kwale,rural,food,beneficiary
0x1CCDeD434663CFc7348324A7b7669BD1f6ac0eac,Male,Kinango Kwale,rural,shop,beneficiary
0x846146f51374497343047CF8334923EB1581A58e,Male,Mukuru Nairobi,urban,environment,beneficiary
0x1C1fcDaEad904987D75115405CD0B9205d72A429,Male,Mukuru Nairobi,urban,labour,beneficiary
0x39f364F0Cac378ae5dc9B26dF12Fb09cBAF2e681,Unknown,Kinango Kwale,rural,labour,beneficiary
0xbFf32df53d21C837d5953eD2D6911e548d7B0564,Unknown,Kinango Kwale,rural,farming,beneficiary
0xF6769a3ba1d4F83D731A4214B188D951C5A137f4,Unknown,Kinango Kwale,rural,labour,beneficiary
0x4c54E4B27A7a50c3d4117fC4DB53F2AeC788eDa1,Male,Mukuru Nairobi,urban,environment,beneficiary
0x0e15cdF9d37E157Bea18bf461e28fe697Bbe90A1,Female,Kinango Kwale,rural,food,beneficiary
0x2c351884710662c8152893B0473AC68c8Ed49829,Unknown,Kinango Kwale,rural,farming,beneficiary
0xDAE2E60BC8EEf8887B44f13170F28D02E5aab43b,Male,Mukuru Nairobi,urban,labour,beneficiary
0x49bA32309E84819405389a2d15d01499c815FeC7,Male,Kinango Kwale,rural,food,beneficiary
0x1d5BceFf15Bb7A251aEd71fFD9bdde808bc66442,Unknown,Kinango Kwale,rural,food,beneficiary
0xa567d4C38e7bC7d4A1E4d72DD705d2AEa7a51cd3,Male,Mukuru Nairobi,urban,shop,beneficiary
0x7468f70893e386f41DF0db9bDee30d98d1703c15,Male,Kinango Kwale,rural,fuel/energy,beneficiary
0x56F3c68C4D7cC293BaD5436c455B17aF099A73a4,Unknown,Kilifi,periurban,food,beneficiary
0x01bB42b4156E409623Fcd276F98d04FAc00Ec8c0,Unknown,Kinango Kwale,rural,farming,beneficiary
0x0C9415BFDfDE828F36c37231D10A2BF92Bd42a43,Male,Kinango Kwale,rural,fuel/energy,beneficiary
0x23445141C79Bf54efe77dE46bc7d22537c8be1ED,Unknown,Kinango Kwale,rural,farming,beneficiary
0x0Ee17485FCEfD0E782bE5aca7aF17EAF038a0c5a,Male,Kinango Kwale,rural,farming,beneficiary
0xBb6B0C900D2EA289a6224065D50ab38cD65085cB,Male,Kinango Kwale,rural,food,beneficiary
0xC1E8B63aA72Ed54fc3e057ACe460f22d183B8DF5,Unknown,Kinango Kwale,rural,fuel/energy,beneficiary
0x798567C8eF7ffD90A0F7b936a692dce8788a8a15,Male,Kinango Kwale,rural,farming,beneficiary
0x07B46ca17CC8a3D4239A29F7Ca713d87aC554Dbd,Unknown,Kinango Kwale,rural,labour,beneficiary
0x66698Dd5D0bc535BdA9B54CfFC6477cb2c4fB425,Male,Mukuru Nairobi,urban,shop,beneficiary
0x08E7A74f8BAeD8daDD07Adb4F9372F4b9acFa742,Female,Kinango Kwale,rural,shop,beneficiary
0x552a2FfF811a9a852e9B4253f86fD749F61D78b4,Male,Misc Nairobi,urban,water,beneficiary
0xbB46de08DBF39023EB7B289DceDaD7dFfbe36Ab3,Male,Mukuru Nairobi,urban,fuel/energy,beneficiary
0x74Ae50BFCdeCC86032ee3547F3769A7515dB4ec9,Male,Kinango Kwale,rural,food,beneficiary
0x7774c8fdbd0b9dDDB34697710b2a05AeB36188e1,Male,Kinango Kwale,rural,farming,beneficiary
0x3D103011191fD81be0390C03D3257501314E96e4,Male,Misc Nairobi,urban,shop,beneficiary
0xdb546dDC959315688CCEAA929705e79001D1fA98,Unknown,Mukuru Nairobi,urban,food,beneficiary
0xDF9e1ED8e3A1E0Cb02607fD52cbD768A6799F00A,Male,Mukuru Nairobi,urban,shop,beneficiary
0x03AC436d903055B9635A0A475d7b3bE210118Df6,Male,Mukuru Nairobi,urban,food,beneficiary
0xA66Cec71703a7C4B03697A0De641F60164ac066f,Male,Mukuru Nairobi,urban,water,beneficiary
